match_description|match_date|match_venue|match_location|match_result|team_name|innings_order|batsman_name|dismissal_mode|runs|balls|fours|sixes
Chennai Super Kings vs Kolkata Knight Riders, 5th Match - Live Cricket Score, Commentary|2018-04-10|MA Chidambaram Stadium,|Chennai|Chennai Super Kings won by 5 wkts|Chennai Super Kings Innings|innings_2|Suresh Raina|c Vinay Kumar b Narine|14|12|0|1
Chennai Super Kings vs Kolkata Knight Riders, 5th Match - Live Cricket Score, Commentary|2018-04-10|MA Chidambaram Stadium,|Chennai|Chennai Super Kings won by 5 wkts|Chennai Super Kings Innings|innings_2|MS Dhoni (c & wk)|c Karthik b Chawla|25|28|1|1
Chennai Super Kings vs Kolkata Knight Riders, 5th Match - Live Cricket Score, Commentary|2018-04-10|MA Chidambaram Stadium,|Chennai|Chennai Super Kings won by 5 wkts|Chennai Super Kings Innings|innings_2|Sam Billings|c Uthappa b Tom Curran|56|23|2|5
Chennai Super Kings vs Kolkata Knight Riders, 5th Match - Live Cricket Score, Commentary|2018-04-10|MA Chidambaram Stadium,|Chennai|Chennai Super Kings won by 5 wkts|Chennai Super Kings Innings|innings_2|Ravindra Jadeja|not out|11|7|0|1
Chennai Super Kings vs Kolkata Knight Riders, 5th Match - Live Cricket Score, Commentary|2018-04-10|MA Chidambaram Stadium,|Chennai|Chennai Super Kings won by 5 wkts|Chennai Super Kings Innings|innings_2|Dwayne Bravo|not out|11|5|0|1
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Rajasthan Royals Innings|innings_1|Ajinkya Rahane (c)|c Chris Morris b Nadeem|45|40|5|0
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Rajasthan Royals Innings|innings_1|D Arcy Short|run out (Vijay Shankar)|6|3|1|0
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Rajasthan Royals Innings|innings_1|Ben Stokes|c Pant b Boult|16|12|1|1
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Rajasthan Royals Innings|innings_1|Sanju Samson|b Nadeem|37|22|2|2
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Rajasthan Royals Innings|innings_1|Jos Buttler (wk)|b Shami|29|18|2|2
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Rajasthan Royals Innings|innings_1|Rahul Tripathi|not out|15|11|0|1
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Rajasthan Royals Innings|innings_1|Krishnappa Gowtham|not out|2|1|0|0
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Delhi Daredevils Innings|innings_2|Glenn Maxwell|c Jos Buttler b Laughlin|17|12|2|1
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Delhi Daredevils Innings|innings_2|Colin Munro|run out (Jos Buttler/Gowtham)|0|0|0|0
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Delhi Daredevils Innings|innings_2|Rishabh Pant (wk)|c Gowtham b Unadkat|20|14|3|0
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Delhi Daredevils Innings|innings_2|Chris Morris|not out|17|7|2|1
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Delhi Daredevils Innings|innings_2|Vijay Shankar|c Stokes b Laughlin|3|3|0|0
Rajasthan Royals vs Delhi Daredevils, 6th Match - Live Cricket Score, Commentary|2018-04-11|Sawai Mansingh Stadium,|Jaipur|Rajasthan Royals won by 10 runs (DLS method)|Delhi Daredevils Innings|innings_2|Shreyas Iyer|not out|0|0|0|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Rohit Sharma (c)|c Shakib b Stanlake|11|10|1|1
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Evin Lewis|b S Kaul|29|17|3|2
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Ishan Kishan (wk)|c Y Pathan b S Kaul|9|9|2|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Suryakumar Yadav|c Deepak Hooda b Sandeep Sharma|28|31|2|1
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Krunal Pandya|c Williamson b Shakib|15|10|2|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Kieron Pollard|c Dhawan b Stanlake|28|23|3|2
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Ben Cutting|b Rashid Khan|9|9|1|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Pradeep Sangwan|lbw b Sandeep Sharma|0|4|0|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Mayank Markande|not out|6|3|1|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Mumbai Indians Innings|innings_1|Jasprit Bumrah|not out|4|5|0|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Wriddhiman Saha (wk)|lbw b Markande|22|20|3|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Shikhar Dhawan|c Bumrah b Markande|45|28|8|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Kane Williamson (c)|c Ishan Kishan b Mustafizur|6|4|1|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Manish Pandey|c Rohit b Markande|11|8|1|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Shakib Al Hasan|b Markande|12|12|1|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Deepak Hooda|not out|32|25|1|1
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Yusuf Pathan|c Pollard b Bumrah|14|14|2|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Rashid Khan|c Ishan Kishan b Bumrah|0|1|0|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Siddarth Kaul|c & b Mustafizur|0|4|0|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Sandeep Sharma|c Krunal Pandya b Mustafizur|0|2|0|0
Sunrisers Hyderabad vs Mumbai Indians, 7th Match - Live Cricket Score, Commentary|2018-04-12|Rajiv Gandhi International Stadium,|Hyderabad|Sunrisers Hyderabad won by 1 wkt|Sunrisers Hyderabad Innings|innings_2|Billy Stanlake|not out|5|2|1|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Lokesh Rahul (wk)|c Sarfaraz Khan b Washington Sundar|47|30|2|4
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Mayank Agarwal|c de Kock b Umesh|15|11|3|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Aaron Finch|lbw b Umesh|0|1|0|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Yuvraj Singh|b Umesh|4|4|1|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Karun Nair|b Kulwant Khejroliya|29|26|3|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Marcus Stoinis|st de Kock b Washington Sundar|11|9|0|1
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Axar Patel|lbw b Kulwant Khejroliya|2|3|0|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Ravichandran Ashwin (c)|st de Kock b Chahal|33|21|3|1
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Andrew Tye|c Kohli b Chris Woakes|7|7|0|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Mohit Sharma|not out|1|2|0|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Kings XI Punjab Innings|innings_1|Mujeeb Ur Rahman|c Sarfaraz Khan b Chris Woakes|0|2|0|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Royal Challengers Bangalore Innings|innings_2|Quinton de Kock (wk)|b Ashwin|45|34|7|1
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Royal Challengers Bangalore Innings|innings_2|Brendon McCullum|c Mujeeb b Axar|0|1|0|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Royal Challengers Bangalore Innings|innings_2|Virat Kohli (c)|b Mujeeb|21|16|4|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Royal Challengers Bangalore Innings|innings_2|AB de Villiers|c Nair b Andrew Tye|57|40|2|4
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Royal Challengers Bangalore Innings|innings_2|Sarfaraz Khan|c Nair b Ashwin|0|1|0|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Royal Challengers Bangalore Innings|innings_2|Mandeep Singh|run out ((sub)Mayank Dagar/Rahul)|22|19|1|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Royal Challengers Bangalore Innings|innings_2|Chris Woakes|not out|1|2|0|0
Royal Challengers Bangalore vs Kings XI Punjab, 8th Match - Live Cricket Score, Commentary|2018-04-13|M.Chinnaswamy Stadium,|Bengaluru|Royal Challengers Bangalore won by 4 wkts|Royal Challengers Bangalore Innings|innings_2|Washington Sundar|not out|9|4|2|0
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Mumbai Indians Innings|innings_1|Suryakumar Yadav|lbw b Rahul Tewatia|53|32|7|1
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Mumbai Indians Innings|innings_1|Evin Lewis|c Roy b Rahul Tewatia|48|28|4|4
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Mumbai Indians Innings|innings_1|Ishan Kishan (wk)|b Christian|44|23|5|2
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Mumbai Indians Innings|innings_1|Rohit Sharma (c)|c Roy b Boult|18|15|2|0
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Mumbai Indians Innings|innings_1|Kieron Pollard|b Christian|0|1|0|0
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Mumbai Indians Innings|innings_1|Krunal Pandya|c Rahul Tewatia b Shami|11|10|1|0
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Mumbai Indians Innings|innings_1|Hardik Pandya|c Shreyas Iyer b Boult|2|3|0|0
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Mumbai Indians Innings|innings_1|Akila Dananjaya|not out|4|5|0|0
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Mumbai Indians Innings|innings_1|Mayank Markande|not out|4|3|0|0
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Delhi Daredevils Innings|innings_2|Jason Roy|not out|91|53|6|6
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Delhi Daredevils Innings|innings_2|Gautam Gambhir (c)|c Rohit b Mustafizur|15|16|2|0
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Delhi Daredevils Innings|innings_2|Rishabh Pant (wk)|c Pollard b Krunal Pandya|47|25|6|2
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Delhi Daredevils Innings|innings_2|Glenn Maxwell|c Hardik Pandya b Krunal Pandya|13|6|1|1
Mumbai Indians vs Delhi Daredevils, 9th Match - Live Cricket Score, Commentary|2018-04-14|Wankhede Stadium,|Mumbai|Delhi Daredevils won by 7 wkts|Delhi Daredevils Innings|innings_2|Shreyas Iyer|not out|27|20|3|1
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Kolkata Knight Riders Innings|innings_1|Robin Uthappa|c Saha b Bhuvneshwar|3|8|0|0
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Kolkata Knight Riders Innings|innings_1|Chris Lynn|c & b Shakib|49|34|7|1
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Kolkata Knight Riders Innings|innings_1|Nitish Rana|c Manish Pandey b Stanlake|18|16|2|1
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Kolkata Knight Riders Innings|innings_1|Sunil Narine|c Williamson b Shakib|9|10|1|0
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Kolkata Knight Riders Innings|innings_1|Dinesh Karthik (c & wk)|c Saha b Bhuvneshwar|29|27|2|1
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Kolkata Knight Riders Innings|innings_1|Andre Russell|c Manish Pandey b Stanlake|9|5|0|1
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Kolkata Knight Riders Innings|innings_1|Shubman Gill|c Shakib b Bhuvneshwar|3|9|0|0
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Kolkata Knight Riders Innings|innings_1|Shivam Mavi|c Bhuvneshwar b S Kaul|7|8|0|0
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Kolkata Knight Riders Innings|innings_1|Mitchell Johnson|not out|4|5|0|0
Kolkata Knight Riders vs Sunrisers Hyderabad, 10th Match - Live Cricket Score, Commentary|2018-04-14|Eden Gardens,|Kolkata|Sunrisers Hyderabad won by 5 wkts|Sunrisers Hyderabad Innings|innings_2|Wriddhiman Saha (wk)|c Karthik b Narine|24|15|5|0
